"CountryCode","SeriesCode","DESCRIPTION",
"FIN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Including Åland Islands.",
"FIN","SP.POP.TOTL","Data sources : Eurostat",
"FIN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FIN","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FIN","SM.POP.REFG","UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year.",
"FIN","SP.DYN.TFRT.IN","Data sources : Eurostat",
"FJI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"FJI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"FJI","IT.CEL.SETS","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","IT.CEL.SETS.P2","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","IT.MLT.MAIN","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","IT.MLT.MAIN.P2","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","IT.NET.BBND","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","IT.NET.BBND.P2","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","IT.NET.USER.ZS","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"FJI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"FJI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FJI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"FJI","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"FJI","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"FJI","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"FJI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"FJI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"FJI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"FJI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"FJI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"FJI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"FJI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2016 are based on reports provided by the country. Short-term debt for 2016 is based on data from the BIS.",
"FRA","SP.POP.GROW","Data sources: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion.",
"FRA","PA.NUS.FCRF","Data are reported in French francs.",
"FRA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"FRA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"FRA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"FRA","IT.CEL.SETS","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","IT.CEL.SETS.P2","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","IT.MLT.MAIN","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","IT.MLT.MAIN.P2","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","IT.NET.BBND","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","IT.NET.BBND.P2","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","IT.NET.USER.ZS","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","SG.NOD.CONS","There is no nondiscrimination provision.",
"FRA","SM.POP.NETM","Data sources and note : United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.CBRT.IN","Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.CDRT.IN","Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.LE00.FE.IN","Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.LE00.MA.IN","Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.TFRT.IN","Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.AMRT.FE","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"FRA","SP.DYN.AMRT.MA","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"FRA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"FRA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FRA","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SP.POP.TOTL","Data sources : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion.",
"FRA","SP.POP.0014.FE.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.0014.MA.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.0014.TO.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.1564.FE.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.1564.MA.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.1564.TO.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.65UP.FE.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.65UP.MA.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.65UP.TO.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.TOTL.FE.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRA","SP.POP.TOTL.MA.ZS","Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)",
"FRO","IT.CEL.SETS","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.CEL.SETS.P2","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.MLT.MAIN","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.MLT.MAIN.P2","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.NET.BBND","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.NET.BBND.P2","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.NET.USER.ZS","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"FRO","SP.DYN.TFRT.IN","Data sources : Statistics Faroe Islands",
"FRO","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"FRO","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FRO","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"FRO","SP.DYN.LE00.FE.IN","Data sources : Statistics Faroe Islands",
"FRO","SP.DYN.LE00.MA.IN","Data sources : Statistics Faroe Islands",
"FRO","SP.DYN.CBRT.IN","Data sources : Statistics Faroe Islands",
"FRO","SP.DYN.CDRT.IN","Data sources : Statistics Faroe Islands",
"FRO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"FSM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"FSM","IT.CEL.SETS","FSM Telecommunication Corporation.",
"FSM","IT.CEL.SETS.P2","FSM Telecommunication Corporation.",
"FSM","IT.MLT.MAIN","FSM Telecommunication Corporation.",
"FSM","IT.MLT.MAIN.P2","FSM Telecommunication Corporation.",
"FSM","IT.NET.BBND","FSM Telecommunication Corporation.",
"FSM","IT.NET.BBND.P2","FSM Telecommunication Corporation.",
"FSM","IT.NET.USER.ZS","FSM Telecommunication Corporation.",
"FSM","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"FSM","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"FSM","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"FSM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"FSM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"FSM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"FSM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"FSM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"FSM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the Federated States of Micronesia reflect, to the extent possible, all persons born outside their territory.",
"FSM","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FSM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GAB","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"GAB","SG.NOD.CONS","There is no nondiscrimination provision.",
"GAB","IT.CEL.SETS","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","IT.CEL.SETS.P2","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","IT.MLT.MAIN","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","IT.MLT.MAIN.P2","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","IT.NET.BBND","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","IT.NET.BBND.P2","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","IT.NET.USER.ZS","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GAB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GAB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GAB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GAB","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"GAB","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"GAB","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"GAB","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"GAB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"GAB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"GAB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GAB","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"GAB","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"GAB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GAB","SH.XPD.EXTR.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.OOPC.TO.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.OOPC.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.PCAP","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.PCAP.PP.KD","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.PRIV.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.PUBL","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.PUBL.GX.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.PUBL.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","SH.XPD.TOTL.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"GAB","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2016 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2016 is based on data from the BIS. Data include the effects of Paris Club debt buyback agreement signed in 2007.",
"GBR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GBR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GBR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GBR","SG.NOD.CONS","There is no nondiscrimination provision.",
"GBR","SP.POP.GROW","Data sources: Eurostat",
"GBR","IT.CEL.SETS","Office of Communications (Ofcom).",
"GBR","IT.CEL.SETS.P2","Office of Communications (Ofcom).",
"GBR","IT.MLT.MAIN","Office of Communications (Ofcom).",
"GBR","IT.MLT.MAIN.P2","Office of Communications (Ofcom).",
"GBR","IT.NET.BBND","Office of Communications (Ofcom).",
"GBR","IT.NET.BBND.P2","Office of Communications (Ofcom).",
"GBR","IT.NET.USER.ZS","Office of Communications (Ofcom).",
"GBR","SP.DYN.LE00.FE.IN","Data sources : Eurostat, National Statistics",
"GBR","SP.DYN.LE00.MA.IN","Data sources : Eurostat, National Statistics",
"GBR","SP.DYN.CBRT.IN","Data sources : Eurostat",
"GBR","SP.DYN.CDRT.IN","Data sources : Eurostat",
"GBR","SP.DYN.TFRT.IN","Data sources : Eurostat",
"GBR","SP.DYN.AMRT.FE","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"GBR","SP.DYN.AMRT.MA","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"GBR","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"GBR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"GBR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GBR","SP.POP.TOTL","Data sources : Eurostat",
"GBR","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
